,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2.9347607230319106,-1.4938787805551095,-0.8823774498402049,-0.4129675713358459,-0.5430625050260168,-0.004810482670812446,0.776935679866781,0.2078950089857467,0.745495724050597,-0.21779282538050074,-0.09064953403921068,0.017782689827838843,-0.19505836646622532,-0.05568793718885835,-0.19434426512720204,-0.08624756629718372,0.0070898761817182665,0.038895664385472074,0.0660125259454525
1,2.929739536025463,-1.4832457566246744,-0.8886828249838702,-0.42558862622361504,-0.5465620604028968,-0.0005796987012784235,0.7658872397908187,0.20862136466689202,0.7373797354975656,-0.21368950173462706,-0.09359617284906693,0.014042124369573413,-0.19289805078220632,-0.054188158045850233,-0.200132685621211,-0.08070602619942392,0.002530756333987417,0.041176586393524464,0.06438307369469877
2,2.9232094629428933,-1.474785187697174,-0.895375438152399,-0.4407496398706367,-0.5502374266324529,0.006062631178873573,0.751696865766339,0.21023099944945833,0.7276267764414382,-0.20990326390416178,-0.0959877356375972,0.008749504602431025,-0.1929938070233151,-0.053321619807745635,-0.2050784518881287,-0.07633216656365421,-0.0012374005629317503,0.04230966344001346,0.06231616079490139
3,2.916376862794138,-1.4678277475118906,-0.9044589276226984,-0.45688807495164263,-0.5531684636622174,0.014391104329176778,0.7361713235249363,0.21123714030508656,0.7157562977014498,-0.20721468332991552,-0.0984315501495979,0.0027805201255790496,-0.1950042587265924,-0.0535624388615398,-0.20837878654062317,-0.07421628930394225,-0.004296939200041792,0.042659240377198156,0.05989443277541173
4,2.910256579935572,-1.4613438436229844,-0.9177267795696717,-0.47248843927926726,-0.5545798224903544,0.02342665038505287,0.7213172144773996,0.2098563569957811,0.7014439781033655,-0.20630203793975344,-0.10169123167244,-0.0027017535609549495,-0.19850438376883764,-0.05511999531476068,-0.2093774858964957,-0.07541059256618758,-0.006934416762112006,0.042658266473801,0.05722016805948843
5,2.905500863390975,-1.4540501815098477,-0.9365587203743678,-0.4862783445679241,-0.5538892537610748,0.03203744721379043,0.7090855063169466,0.20416411288511202,0.6845865453867042,-0.20771030441858765,-0.10660812587062853,-0.006321979204674365,-0.20300991355109277,-0.05794580530792928,-0.2075875704038187,-0.08077407168672998,-0.009535824287764191,0.042650335549635064,0.05437270790200476
6,2.9031343663928983,-1.4446391832136627,-0.9617571087012541,-0.49729950538372936,-0.5511185321242765,0.03926219160586654,0.7011389078171458,0.1924665214614243,0.6652908360037652,-0.21200953606399037,-0.11394646859844176,-0.0070123840306695944,-0.20811291308920368,-0.06179826034392198,-0.20279473240990326,-0.09107804442607544,-0.012180244638539336,0.043045157524345005,0.05153656628406703
7,2.9042462668880353,-1.4320205786933653,-0.993410446720434,-0.5051274322882837,-0.5468340188721711,0.04455014329023946,0.6984796116510423,0.1735823742601509,0.6438692580631032,-0.219657952781819,-0.12422750395946189,-0.004151077973088905,-0.21353166188656644,-0.06631159371126576,-0.1950412510537653,-0.10679435256226599,-0.014596447010732948,0.044197141195941224,0.04894198701277914
8,2.9087868237274,-1.4155705219582657,-1.0307473079768894,-0.5099407422658279,-0.5416156381022889,0.047810357374866566,0.701291698549114,0.1470419495465596,0.6209366422125967,-0.23043938164080488,-0.13739476738687037,0.0027355946468059556,-0.2191279893848473,-0.07081016459321501,-0.18460816818292816,-0.12763593101262424,-0.016828105535705355,0.04640334408055203,0.04671653063083358
9,2.915333245479717,-1.3953288207235615,-1.072092948733744,-0.5125664925976711,-0.5359438489966347,0.04961479264369494,0.7087940774784183,0.11320160688501232,0.5972801224841022,-0.24333966213271363,-0.15263697645545715,0.013799588302917639,-0.22496332926861362,-0.07432662258199955,-0.17201814385899097,-0.1525205549992368,-0.01927591590640304,0.04989551035338628,0.04487253194543183
