,0
0,0.6860873338623428
1,0.10959671858362768
7,0.04382473664932711
5,0.04045697794607574
6,0.03600973109319602
8,0.026796158031503235
11,0.021882382439385686
12,0.02165297662220212
4,0.01811073218998442
3,0.012175446109016013
2,0.008803402716169001
21,0.008265716597112586
10,0.007956443120480838
9,0.007314419188089357
29,0.00660389311339554
22,0.006327160840529367
51,0.0059613144784019505
50,0.0048329277678394195
14,0.004617762835401671
20,0.0043317237341669
31,0.0035248716325396107
35,0.0032817881909890777
17,0.0030518769660262627
43,0.0027185943947050004
30,0.0024622496005155445
55,0.0019933303188812454
28,0.0019286792165838671
39,0.001888091842008775
38,0.0018379603962267123
40,0.00180536232368965
54,0.00177518693259161
59,0.0017151035898958222
34,0.0016307695365770855
42,0.0014363851030205557
24,0.0010814924346585332
15,0.0008985661908204142
58,0.0007782504736047363
32,0.0006909181474760143
36,0.00062497238137212
63,0.000516062944508719
60,0.0005095325656230225
44,0.0005092994366647232
57,0.0004972560016200546
46,0.0004363982847424845
61,0.0004303291829556636
48,0.00041076563053535635
62,0.00040175199330333303
41,0.00038365648285986886
47,0.00036683047027954936
37,0.0003654995882064575
49,0.0003276809005021889
19,0.00030195021695623644
16,0.0002700442016464365
56,0.0002610401788567
45,0.00025479460309250386
52,0.00022479521988875978
13,0.00022361039043023354
27,0.0002073287415686743
23,0.00020539293029985108
25,0.00015377651160130507
53,0.00013110417953211934
26,0.00012104896321002977
18,0.00011401816758052437
33,8.383241608426872e-05
