,0
0,0.1325637455557617
1,0.10273755507817448
2,0.09246703411501067
3,0.07526562296950905
4,0.05659474560093336
5,0.04727482448457843
6,0.046273618223118804
7,0.04192253435915469
8,0.033408924181750226
9,0.03147148077836946
10,0.028737638423884573
11,0.02724137574857466
12,0.027163001463844788
13,0.026851853379525215
14,0.026237904823607505
15,0.02447990699403344
16,0.022754144085630177
17,0.022252008756853472
18,0.017179261702634886
19,0.01575327625533589
20,0.013966636758566329
21,0.013095098453112033
22,0.011153531598803597
23,0.009371116955838447
24,0.008698765851389928
25,0.007341290218497145
26,0.006661963567534054
27,0.006261259779453381
28,0.005812609110945793
29,0.004355098353501495
30,0.0039553711940697065
31,0.0036121640121080526
32,0.0034997186923549236
33,0.001831546734221118
34,0.0009362928081955292
35,0.0006715434583202104
36,0.0001455354728027193
37,2.614366728817223e-32
38,9.473527898455332e-34
39,7.871348538750306e-34
40,7.871348538750306e-34
41,7.871348538750306e-34
42,7.871348538750306e-34
43,7.871348538750306e-34
44,7.871348538750306e-34
45,7.871348538750306e-34
46,7.871348538750306e-34
47,7.871348538750306e-34
48,7.871348538750306e-34
49,7.871348538750306e-34
50,7.871348538750306e-34
51,7.871348538750306e-34
52,7.871348538750306e-34
53,7.871348538750306e-34
54,7.871348538750306e-34
55,7.871348538750306e-34
56,7.871348538750306e-34
57,7.869637580567933e-34
