,0
0,0.6293091438356698
1,0.10706281392556447
2,0.05034850611359147
3,0.03185207192467917
4,0.028355234361763678
5,0.02089099871269561
6,0.016820400179981005
7,0.012116677005949785
8,0.00920500253818797
9,0.008702584138810426
10,0.007810412831529634
11,0.007243278941398767
12,0.005878009648075569
13,0.005426688702890986
14,0.004638842935026337
15,0.0041303007774755535
16,0.003974005001667845
17,0.003624416933297229
18,0.003410089312352931
19,0.0030085758180665085
20,0.0026274941367655557
21,0.0021756154962101434
22,0.0020838050219957587
23,0.0019056532112937325
24,0.001832455863805866
25,0.001639446616391489
26,0.0015820546261646248
27,0.001508530432396677
28,0.0014362970435562684
29,0.001336729220375513
30,0.0012526735750400598
31,0.0011841930851805734
32,0.0011459635227573405
33,0.001013826280454038
34,0.0009856865429094682
35,0.0009404280516811425
36,0.0008774293624051459
37,0.00082392519854722
38,0.0007644552309253118
39,0.0007196063812491799
40,0.0006071501851818931
41,0.000598056610211434
42,0.0005765764880071745
43,0.0005518135067127094
44,0.0005186031309662449
45,0.0005123567216328221
46,0.0004839131252935681
47,0.00043535091059625425
48,0.00041323177834345324
49,0.0003891941773905501
50,0.0003713619918680731
51,0.0003479626485162187
52,0.0003238849373233122
53,0.0003186440546840938
54,0.00028511470999344706
55,0.00027094216042333416
56,0.0002496611949182168
57,0.00023931764427167373
58,0.00017153988306187478
59,0.0001572330848637805
60,0.00015016870735726603
61,0.00014083820307562038
62,0.00012928492081022683
63,0.00011347668571694127
