,0
0,0.30822063468213595
1,0.09354490413434584
2,0.0655560502144445
3,0.06449359249488869
4,0.04952782039748786
5,0.04751498421537124
6,0.036767059143723094
7,0.03202139949958641
8,0.03166878120811556
9,0.026963978228104236
10,0.02490732152732735
11,0.021932391303125572
12,0.019837618295365973
13,0.01913141786729491
14,0.018936102465554046
15,0.016635921488470193
16,0.012838050016196555
17,0.010567575718574787
18,0.009550323854906301
19,0.009412388588249603
20,0.008247123009243061
21,0.00784489383434655
22,0.006818216390598114
23,0.005886672430604087
24,0.005544264594621965
25,0.0048275289338227155
26,0.004415805422664224
27,0.004064045218713601
28,0.0036358266580454237
29,0.0033092139118740035
30,0.002841672854801794
31,0.0027203494247798063
32,0.002599839368155223
33,0.002241550423724303
34,0.0019682671845867943
35,0.0016633924044618697
36,0.0016191520803670696
37,0.0013402071589952527
38,0.0012215417799481924
39,0.0010762153390021904
40,0.0009458983356819567
41,0.0007983873132587352
42,0.0007663303979413563
43,0.0006431302199867028
44,0.0006103529112843437
45,0.0005318411606195135
46,0.00047923280936839734
47,0.00040379820290604307
48,0.00032314723402393866
49,0.00023492463455495057
50,0.00014681483089212078
51,0.00011036954308374109
52,9.167863977319789e-05
53,2.153382584923262e-33
54,2.153382584923262e-33
55,2.153382584923262e-33
56,2.153382584923262e-33
57,2.153382584923262e-33
