,0
0,0.26101180913377103
1,0.126835427474454
2,0.07917623109188668
3,0.048064866859022476
4,0.04362392119497218
5,0.040119852867334015
6,0.03772578477220001
7,0.035852443228461234
8,0.03177784084526926
9,0.023798165737184115
10,0.022442197384035325
11,0.021479413626209053
12,0.021350771875580116
13,0.018863195494890506
14,0.01815890575504233
15,0.016955672304271474
16,0.016598205023658
17,0.014809579811573425
18,0.012780060616499972
19,0.012446439792092602
20,0.009854729478009304
21,0.008916038562410538
22,0.008807344561310333
23,0.007948522788969146
24,0.006813660211184421
25,0.006226066442456764
26,0.005722928965800137
27,0.0052965014840013706
28,0.004824702874638364
29,0.0043593259403913506
30,0.004045058941167621
31,0.003723956118716733
32,0.003552917987726407
33,0.0032183675505693616
34,0.002466592045977478
35,0.0023137026030284635
36,0.001962025044739034
37,0.0016987990625780282
38,0.0012306130924225182
39,0.0009354620849435928
40,0.0008124009533984406
41,0.0005152046363642224
42,0.0004144902642913073
43,0.0002096106169741641
44,0.0001536985014106079
45,0.000106494298112346
46,5.147551694028682e-32
47,1.4214776333206361e-33
48,1.4214776333206361e-33
49,1.4214776333206361e-33
50,1.4214776333206361e-33
51,1.4214776333206361e-33
52,1.4214776333206361e-33
53,1.4214776333206361e-33
54,1.4214776333206361e-33
55,1.4214776333206361e-33
56,1.4214776333206361e-33
57,1.421233159211585e-33
