,0
0,0.1897243803787194
1,0.08347824153090205
2,0.0685593720198735
3,0.04661205511771194
4,0.043826859695373
5,0.04013063819142694
6,0.03780492110955821
7,0.034523110293967145
8,0.030661368889445206
9,0.02888661811549912
10,0.026506177079935297
11,0.024488157544764123
12,0.023128946630006735
13,0.02213780014417481
14,0.021240720270995588
15,0.020338471599780625
16,0.01907392173517839
17,0.018927603170318476
18,0.01759565566834713
19,0.016960501200033874
20,0.015511016297297318
21,0.014870593020687481
22,0.013854607861295101
23,0.012929768134758737
24,0.011776339034281307
25,0.011567822063936974
26,0.0108340011119824
27,0.009831771043852577
28,0.009274128249940129
29,0.008172431497169159
30,0.007534279716587043
31,0.006914245272944286
32,0.006286103813124638
33,0.005807870515307675
34,0.005425958334793488
35,0.0051894756150769345
36,0.0046137283305532064
37,0.004221244816645354
38,0.003550773166672049
39,0.003209825886153566
40,0.0031561602499329986
41,0.002642017007024176
42,0.0024847880304969838
43,0.001950602781654842
44,0.0013896122050728694
45,0.0009064768021922724
46,0.0006828103222195282
47,0.00030807633105136835
48,0.00021050270686299186
49,0.00019068301350307174
50,9.67663809178537e-05
51,4.507427951784139e-33
52,1.4365937836165981e-33
53,1.4365937836165981e-33
54,1.4365937836165981e-33
55,1.4365937836165981e-33
56,1.4365937836165981e-33
57,1.4365937836165981e-33
