,0
0,0.7380212827551854
1,0.13357932227479474
2,0.04079401026076478
3,0.01736937037618711
4,0.015022461390635863
5,0.013793479859507334
6,0.008347338216955316
7,0.00684361827889745
8,0.0052287866588653946
9,0.003203706717239705
10,0.0023054732703448964
11,0.0020801086633859007
12,0.0016341835822548886
13,0.0013301153238039893
14,0.0011463174755147144
15,0.0009483608783079003
16,0.0007550510595352219
17,0.0007167330610719371
18,0.000591554563809069
19,0.0005359131184516973
20,0.00041210872787824493
21,0.00036676473610399254
22,0.00035329492972233344
23,0.0003398812589611652
24,0.00031286570305910926
25,0.000252345568314551
26,0.00023483660227163186
27,0.00021540725072071495
28,0.00020221545132651392
29,0.00018849542699313673
30,0.00017769241433713174
31,0.00016782494239252901
32,0.00015933143991359117
33,0.00014775751640367778
34,0.00014677914838089306
35,0.00013363962281276773
36,0.00011737892297191816
37,0.0001138341269137841
38,0.00010438659810938313
39,0.00010122921725435901
40,0.00010083872278323508
41,9.85477117447306e-05
42,9.368308216373985e-05
43,8.641310073465737e-05
44,8.402516465323627e-05
45,8.320571273633729e-05
46,8.175111712573394e-05
47,7.12711509686356e-05
48,7.000638565965037e-05
49,6.588259429741457e-05
50,6.528985372096513e-05
51,6.226781072483718e-05
52,5.837793987611058e-05
53,5.600917482661303e-05
54,5.250621846718208e-05
55,5.138344682800963e-05
56,5.0205588648057684e-05
57,4.942327946346672e-05
58,4.5644923160242395e-05
59,4.1349585353229104e-05
60,3.876076348982764e-05
61,3.737880573169214e-05
62,3.2267630527097705e-05
63,2.8252845960570665e-05
