,0
0,0.4310804910839915
1,0.18235413465802675
2,0.11230443400814488
3,0.0607068985936895
4,0.04754174931192585
5,0.0362316868804682
6,0.02694886169226984
7,0.024685096280966316
8,0.01900913283119393
9,0.015177008906367173
10,0.010509026241599146
11,0.008804451418192211
12,0.0072664660103739865
13,0.005427058185851418
14,0.0039054826617759817
15,0.002800865764077872
16,0.002125326117546922
17,0.0017632442077986743
18,0.0013585851457397701
