,0
0,0.1891941011554279
1,0.07961131401327937
2,0.07440218605175844
3,0.06570433669953597
4,0.05099600103076278
5,0.0433466381571927
6,0.0399840927984962
7,0.03453161597086616
8,0.031018921134305478
9,0.029964951534764424
10,0.025160946758421333
11,0.02438263007064911
12,0.02294668999667942
13,0.0221475418924521
14,0.02108181231520695
15,0.01973311366593424
16,0.019033840603730593
17,0.01821199768379569
18,0.017866549598701712
19,0.01599846200282451
20,0.015276851548497403
21,0.014079100713181279
22,0.013033290020279762
23,0.012077239170729106
24,0.010903685758012803
25,0.009923534539246378
26,0.009545419723133854
27,0.008534461535276504
28,0.008358966542441445
29,0.007622741410070368
30,0.0073815679326080805
31,0.006316353191272654
32,0.004786620173174156
33,0.004231437345772523
34,0.0038507414181572818
35,0.003365682364073281
36,0.002541907505438599
37,0.0023523440201184045
38,0.0019658888493232496
39,0.0017811738000059578
40,0.0015360532070566256
41,0.0013695233333303244
42,0.0011534023132319428
43,0.0010353961890133784
44,0.0007890751631048886
45,0.00048378394865277976
46,0.0003860151500119077
47,3.731195747498663e-32
48,7.978902990502417e-34
49,7.978902990502417e-34
50,7.978902990502417e-34
51,7.978902990502417e-34
52,7.978902990502417e-34
53,7.978902990502417e-34
54,7.978902990502417e-34
55,7.978902990502417e-34
56,7.978902990502417e-34
57,7.978902990502417e-34
