,0
0,0.16568666361110268
1,0.09808158073858482
2,0.08228233594505494
3,0.06605684917696956
4,0.05894207315975505
5,0.05190065371309277
6,0.043437071745972514
7,0.03922698387752229
8,0.03559852215233243
9,0.03187928834875641
10,0.027273842272627493
11,0.02279141450209479
12,0.0215514860275544
13,0.020769746107999035
14,0.02035079714394868
15,0.01938562899236347
16,0.01790396405536258
17,0.01753097057054735
18,0.01659974403764958
19,0.015149168115624239
20,0.014864753674963196
21,0.013420472317915428
22,0.011548535536519147
23,0.00923192804416509
24,0.0081446902421969
25,0.0076708609897163296
26,0.0070200363139021164
27,0.006575020031810606
28,0.00615149531474971
29,0.005754580987795795
30,0.005298222556359158
31,0.004209500483415699
32,0.0037531374476758458
33,0.0034227383252083913
34,0.0033476526943181342
35,0.0022644285997503897
36,0.002233800416791105
37,0.0021291134200287476
38,0.0018966533966222501
39,0.001721023238380214
40,0.0013496493830244013
41,0.00120367062871569
42,0.0009863687573791558
43,0.0008784800921153146
44,0.0007925247777251364
45,0.0005974705116183759
46,0.000418067865483522
47,0.0003862103006628315
48,0.00033012935607615117
49,3.2675932859825934e-32
50,8.817263441404294e-34
51,8.817263441404294e-34
52,8.817263441404294e-34
53,8.817263441404294e-34
54,8.817263441404294e-34
55,8.817263441404294e-34
56,8.817263441404294e-34
57,8.817263441404294e-34
