,0
1,0.3970583617760641
3,0.15800661230442534
10,0.06783087370442105
6,0.043518753592244955
14,0.043008021329656455
16,0.033278898901407145
15,0.026782368201240987
17,0.022148894144899525
12,0.021178813602219352
18,0.014488048092307632
5,0.00992287252314185
9,0.008542362816837774
13,0.004200908255407867
11,0.003731012804418236
2,0.0027514572364027833
7,0.001973176800551755
8,0.0018849306302314666
4,0.0016721916388528556
0,0.0012090199755133834
