,0
0,0.7075699288278824
1,0.10135211151941591
2,0.058276314303119574
3,0.026932978664562086
4,0.022292504475651564
5,0.014428957562131925
6,0.009372684512522388
7,0.00858166097434031
8,0.005860457211690939
9,0.005525935910689099
10,0.004135906933715182
11,0.00342654468508894
12,0.0032243001900497106
13,0.0029197420284174176
14,0.0023884009933190075
15,0.0020244942413965837
16,0.001921202295239125
17,0.001559269011524618
18,0.0013616252317219127
19,0.0013039068390535754
20,0.0012742463290932998
21,0.001120655981749347
22,0.0010475649350782073
23,0.0009067119270100666
24,0.0008603415997903897
25,0.0008149245556478111
26,0.0007221073254947939
27,0.000677848361429726
28,0.000619945248879812
29,0.000542124834259206
30,0.00048652566924125965
31,0.0004463702966464094
32,0.000439792459197257
33,0.00042274420451869545
34,0.0004094330790100768
35,0.00036222106936478684
36,0.000348507922707845
37,0.00029340184310096474
38,0.0002833297347951651
39,0.000257766160491309
40,0.0002528953571287144
41,0.00023190104724951137
42,0.0002184362964261794
43,0.0002122289572800479
44,0.00020421665289044628
45,0.00018079438928129252
46,0.00017683683005632482
47,0.000173714422849389
48,0.00016254017938548888
49,0.00014720752875518314
50,0.00013890367163264813
51,0.00013725538826503457
52,0.00013063797655775232
53,0.0001162139606677351
54,0.00010406774186731968
55,9.60003375958133e-05
56,9.1592560723296e-05
57,8.718083244808887e-05
58,7.737791654941724e-05
59,6.674598642468236e-05
60,5.763716212744786e-05
61,5.400790998743383e-05
62,4.4447291143380485e-05
63,4.1669653668710025e-05
