,0
0,0.22821404640328566
1,0.16654402299852009
2,0.08991460445304224
3,0.07993229192468533
4,0.05975775130856336
5,0.05365166702120566
6,0.05040802060265418
7,0.042208532711171705
8,0.029560116870221885
9,0.026387673396612188
10,0.025935147245843494
11,0.02561156038375759
12,0.017919758172270036
13,0.014714476082368588
14,0.014534453486838678
15,0.0135292068865673
16,0.012561733259651587
17,0.010947333553636536
18,0.007909215783414827
19,0.0051975161092338955
20,0.005013620064014398
21,0.003913304805401981
22,0.0035942749238055583
23,0.0025817074777444247
24,0.0019346154179105755
25,0.0015674254249949725
26,0.0013930120015172394
27,0.0011300939084925713
28,0.0010512491145032883
29,0.0006104440571105745
30,0.0005214469263422879
31,0.0004739601938342394
32,0.0004093381662859645
33,0.00016937027105296627
34,0.00015635115454667463
35,3.558586130665244e-05
36,2.49299655905483e-06
37,2.0081711283622264e-06
38,5.704099033595546e-07
39,4.5007304084837614e-32
40,1.5113717131212854e-33
41,1.5113717131212854e-33
42,1.5113717131212854e-33
43,1.5113717131212854e-33
44,1.5113717131212854e-33
45,1.5113717131212854e-33
46,1.5113717131212854e-33
47,1.5113717131212854e-33
48,1.5113717131212854e-33
49,1.5113717131212854e-33
50,1.5113717131212854e-33
51,1.5113717131212854e-33
52,1.5113717131212854e-33
53,1.5113717131212854e-33
54,1.5113717131212854e-33
55,1.5113717131212854e-33
56,1.5113717131212854e-33
57,1.5112306188706435e-33
