,0
0,0.7372605689862826
1,0.14072874666957116
2,0.03151697057492142
3,0.017994754333414114
4,0.014203661397683445
5,0.010381213778391827
6,0.00678291876726232
7,0.005465397114457551
8,0.004901888896230465
9,0.003543281427500123
10,0.0029703277953638274
11,0.0022820358532322613
12,0.001994524947853427
13,0.0018468824094512186
14,0.0016639337229273168
15,0.0013658894534121409
16,0.0012740807537067675
17,0.0011692511880754476
18,0.001086753901353636
19,0.000986546930328648
20,0.0008137186044105552
21,0.0006594732081024059
22,0.0006121801363247836
23,0.0005911972848139982
24,0.0005586191945231349
25,0.0005037126864719603
26,0.00047860357089131304
27,0.0004450487014947584
28,0.00039421153849635503
29,0.00036092304049012533
30,0.00033490793295710134
31,0.0003224058889066171
32,0.00028216436889268924
33,0.0002774549594552791
34,0.0002629645106310374
35,0.00025533927072999527
36,0.00024229754677818007
37,0.00022987024234895695
38,0.00021974192166454313
39,0.00019687494295941879
40,0.00018960516418611617
41,0.00017774418681929321
42,0.00017076751481843227
43,0.0001624887114006096
44,0.00015430698117637926
45,0.00014696590700493723
46,0.0001373829730929013
47,0.00013114537068211103
48,0.00012035512300466563
49,0.00011231613409897484
50,0.0001107164451496662
51,9.993900230045812e-05
52,9.154321096029958e-05
53,8.98367960670633e-05
54,8.492350353461758e-05
55,7.587698171556387e-05
56,7.323556647937843e-05
57,6.972185008248442e-05
58,6.569410281170325e-05
59,6.378622535043206e-05
60,5.996213143741206e-05
61,5.414161403537834e-05
62,5.1689786031500555e-05
63,4.451626499669289e-05
