,0
0,0.6538448566394971
1,0.12326462968814576
2,0.04215873225748736
3,0.03975428129583914
4,0.024618685563010896
5,0.017628061645590037
6,0.011347385030502572
7,0.009060687471131505
8,0.008499087859533823
9,0.006917617926730807
10,0.005999239603781061
11,0.0048405231129261305
12,0.004614660023683521
13,0.0039176914874807555
14,0.0037446162255596995
15,0.003254220745777582
16,0.0027635916899527383
17,0.002444336946767072
18,0.0021479085158793015
19,0.001979110649754028
20,0.001956644978873212
21,0.0018088268207163657
22,0.0016185434267983506
23,0.0015911114022710067
24,0.0014928404901224145
25,0.0014283298813910184
26,0.0013292348278556498
27,0.0012510394139517826
28,0.0011418643928092604
29,0.0011135931671723408
30,0.0010082195039019777
31,0.00086289164467095
32,0.0008307991325766159
33,0.0007723924880268398
34,0.0007311488369638312
35,0.0006979162649115357
36,0.0006372791361709784
37,0.0006072211107969085
38,0.000600901382232838
39,0.0005329702452364449
40,0.0004927014111154327
41,0.00047659554536396315
42,0.0004576613331890838
43,0.0004144680697174183
44,0.00038655259119948316
45,0.00034754234806929995
46,0.0003280774339579542
47,0.00030357803430846794
48,0.00023994897042549403
49,0.00023466340357734136
50,0.00020607856724182548
51,0.0001909745849949909
52,0.0001647065124758956
53,0.0001469858577514042
54,0.00013203019487765817
55,0.00011158752155291979
56,0.00010216317468476914
57,8.728981513033675e-05
58,8.321893295190285e-05
59,7.208821240857604e-05
60,6.52493921801149e-05
61,5.433826234792968e-05
62,4.567879943214705e-05
63,4.2128104564499014e-05
