,0
0,0.6756106702899727
1,0.10306352642174484
2,0.041632254504811124
3,0.029835998338114914
4,0.02024439497142248
5,0.018243980221092897
6,0.013571934048534013
7,0.009296953444597307
8,0.008162184845480019
9,0.006558011023650321
10,0.00590754494582912
11,0.005409543918026645
12,0.005157012944169817
13,0.004534801004138592
14,0.004351151445795795
15,0.003893026081870215
16,0.003704397288707764
17,0.0029777293738750925
18,0.002902342116327895
19,0.00255155752077571
20,0.00232563756611719
21,0.0022313887320119475
22,0.0020951124164074256
23,0.00182920170160915
24,0.0016282441150087892
25,0.0015447674363875841
26,0.0013710202469179194
27,0.0012651583558669272
28,0.0012049045134820062
29,0.0011061453084182196
30,0.0009991513478235397
31,0.0009479573697572655
32,0.0008901188941664049
33,0.0008354748769701858
34,0.0007594894541950276
35,0.000752834207187516
36,0.0006955998168508624
37,0.0006528307269326324
38,0.0006413620784038752
39,0.000569626296465467
40,0.0005301400168041601
41,0.0005012525892037608
42,0.000490798224672166
43,0.0004810048365605593
44,0.0004768598358999115
45,0.00042548545459332096
46,0.00041055204795031094
47,0.0004029897759233659
48,0.0003783500067737679
49,0.00037537438807011997
50,0.0003477963639074392
51,0.0003443505707122446
52,0.00033333536200897096
53,0.0003276332425862504
54,0.00029884631615902595
55,0.0002814024555336351
56,0.0002579278184698354
57,0.00024389368553766653
58,0.0002269737909698714
59,0.0002103646422882885
60,0.00019148773306351422
61,0.00018516081459902595
62,0.000178812377529718
63,0.00014416744026585017
