"[69.7, 73.33, 69.7, 67.88, 70.3, 71.52, 75.76, 70.3, 66.67]",Family
"[21.82, 19.39, 20.61, 15.15, 20.61, 22.42, 23.64, 20.61, 17.58]",Random
