"[63.64, 68.48, 69.09, 66.06, 67.88, 69.09, 70.3, 64.85, 66.67]",Family
"[17.58, 19.39, 14.55, 23.03, 17.58, 20.61, 20.61, 20.0, 23.64]",Random
