,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-0.18350562016047886,0.25152651628696326,-0.3928353730192631,-0.1868455569742207,0.12639401765534614,-0.08681557636257739,-0.006372917310521771,-0.05678001175716056,-0.43084487449985703,0.067113275843588,0.0003498881315504962,-0.2531360005661794,0.01600495533859407,-0.021471406252139554,-0.28888644586891155,0.4655310262161368,-0.3210257763700823,-0.03547656474430303,-0.1662376167698771
1,-0.07421483494150338,-0.3074325077234571,0.34363213359962036,0.21816858426141017,0.07828303614903871,-0.31707276063194234,0.24648139009769462,-0.1562475374672977,-0.05755532636133984,-0.5166735716913836,0.28564325780114813,-0.18129566165484173,-0.05748601357200318,0.2758324219899352,-0.050670705455845455,0.252931946076379,-0.054951700679359505,-0.04166820671400327,-0.08400315972699947
2,0.012350228062225625,0.31073446821733436,0.23696416905078238,-0.20951503885387224,0.04911354642452657,0.31061119518510294,0.5075354918773342,0.43941507223042003,-0.3323106781448954,-0.22121747662838928,-0.016235102827427475,0.22194904888577516,-0.13529942838711462,0.012663225545662158,0.10258804393482562,0.04155865667485095,0.0798435940582961,-0.06800831221171819,0.055346978104465865
3,-0.2566379835155548,-0.10673543999781715,0.09786967787389671,0.14262576322386813,0.21582606856783382,-0.3914637587621576,0.3262663520549046,0.3781398089784901,0.12609881637132073,0.4607625723702215,0.03679461084217468,-0.25002430241532575,0.010089039259057749,-0.3353640812767706,0.045038833911079934,0.06389667422140932,0.1559709093807377,-0.0728175287523124,0.05638427146143496
4,-0.21717987394587676,0.28206541335340685,-0.007780360616989945,0.15063167864216873,0.1366083324269918,0.32501755840386887,0.09879166074049488,0.009171128555319853,0.451513303201758,-0.2679374426608626,-0.3540415720426916,-0.5231097706587191,0.07036076786150125,0.04518264090315922,0.09828084723889086,-0.018601606332387458,-0.1524018921452892,0.028410761584507775,0.02654528585746442
5,-0.2426174567994868,-0.3090762578044077,0.010070450685172243,-0.02042469963871949,0.3695404030100577,0.13296612734115631,0.08753429748338165,0.09529263152021403,-0.08789820945123407,0.08860825539848641,-0.24485469351518718,0.18031011132339725,0.39190473001303944,0.36974199047274153,-0.42467209413711793,-0.2903384401298538,-0.008662927228363532,-0.04374175371991897,-0.09557352097382925
6,-0.3180140789462192,0.1262991934202066,-0.08639799126020145,0.24962557596990012,-0.27516629310927093,0.0688092944270318,0.013175430916803295,0.10367032818952229,0.09042999993180229,-0.22195963387763634,0.19030222617272774,0.143323328441037,-0.0738335384273987,-0.33941690778234324,-0.3993384776938631,-0.16910260222513082,0.16601664278174824,0.22661667478591582,-0.46896345513063065
7,-0.3016082519175169,-0.10977322812971915,0.11479588801053997,-0.13965159271774674,0.38149075686652967,0.163298671486692,-0.07229079134096035,-0.16004561656109936,0.22232351196517924,-0.023437483715941794,0.0752099489537566,0.42606975345067183,0.03629384137842798,-0.24346404305164332,0.17488783430764596,0.3968344677805754,-0.12490454177679694,0.3916264207397645,0.08039069922809178
8,-0.3423575457685004,-0.0060098454182531125,-0.13109395962033674,0.25043296707510193,-0.23462932396048664,0.02731083904450557,-0.06529690067533944,0.07720456323884742,-0.0635315934833125,-0.147977260850124,0.13853462559797491,0.14740471533163307,0.08772492244809764,-0.10478225519271313,-0.15701253090047554,-0.040844905507541954,-0.22095127942873655,-0.24072146618512683,0.7198720871866457
9,-0.29430825954153905,0.24361849868043073,0.08416987566981632,-0.18885900111500772,0.03172620373535261,-0.06055122376008315,0.06568788613568953,-0.13764884600123828,0.22364652777457247,0.19522989052474757,0.38497643013705324,0.13951799484815425,-0.1304837390315637,0.19786451452532478,0.18064227893846233,-0.2979594870861978,-0.39952132518463224,-0.36237655404502433,-0.24293776933633757
